132,puppet,,Nixgeek,1,
6,Red Hat Enterprise Linux Server,,Nixgeek,7,Syncing Complete.
7,Red Hat Satellite Capsule,,Nixgeek,1,Syncing Complete.
5,Red Hat Software Collections for RHEL Server,,Nixgeek,2,Syncing Complete.
